CUSTID,COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,LEAVE
16957,one,33206,37,29,561067,185,23,1,unsat,little,no,LEAVE
16958,one,99728,0,0,515738,267,1,13,avg,little,actively_looking_into_it,LEAVE
16959,zero,110153,0,56,202416,610,0,6,very_unsat,very_high,no,LEAVE
16960,one,59417,68,82,452414,347,3,2,very_unsat,little,no,STAY
16961,one,49021,48,48,200638,139,23,2,very_sat,very_high,considering,STAY
16962,zero,124582,0,0,863425,151,4,12,very_sat,little,considering,LEAVE
16963,one,68483,0,15,230487,366,0,6,very_unsat,very_high,no,STAY
16965,one,29949,0,18,770908,187,0,4,very_sat,little,no,STAY
16966,one,36743,68,49,416270,146,3,2,avg,very_high,actively_looking_into_it,LEAVE
16967,zero,74698,185,0,250618,379,19,12,very_unsat,high,no,LEAVE
16970,one,104812,235,72,382470,854,18,5,very_unsat,little,actively_looking_into_it,LEAVE
16972,zero,143143,54,5,692331,459,3,4,very_unsat,very_little,considering,STAY
16974,one,38212,69,74,426472,246,5,1,unsat,little,no,LEAVE
16975,zero,121259,68,18,513933,819,4,4,very_unsat,little,considering,LEAVE
16976,one,54933,216,37,175483,341,14,2,very_unsat,little,considering,LEAVE
16979,one,110110,73,0,389641,555,5,12,very_sat,little,no,LEAVE
16980,zero,21400,76,0,579513,166,4,14,very_unsat,little,actively_looking_into_it,STAY
16981,one,35054,0,16,317189,162,1,6,very_unsat,little,no,LEAVE
16984,one,114178,185,0,509062,504,29,9,very_unsat,high,actively_looking_into_it,LEAVE
16986,one,50889,29,40,199087,332,4,2,very_unsat,very_little,actively_looking_into_it,LEAVE
16987,one,85085,235,61,192426,307,12,1,unsat,little,no,LEAVE
16988,zero,143920,74,68,393026,827,3,2,avg,very_little,never_thought,STAY
16990,zero,30191,234,54,343580,220,29,2,sat,very_high,actively_looking_into_it,LEAVE
16991,one,34017,0,0,719594,216,0,10,very_unsat,little,no,LEAVE
16992,zero,119425,86,0,370309,700,5,13,very_unsat,very_high,perhaps,STAY
16993,one,53069,168,9,775473,346,11,5,very_unsat,little,considering,STAY
16995,one,31530,0,0,420525,329,0,15,very_unsat,very_high,actively_looking_into_it,LEAVE
16996,one,150834,64,7,271402,673,3,4,very_sat,very_high,considering,STAY
16997,zero,23252,0,0,449937,144,0,11,very_sat,little,actively_looking_into_it,LEAVE
16998,zero,69823,0,13,874868,334,1,6,unsat,little,actively_looking_into_it,STAY
17000,one,91851,198,70,217315,552,13,2,sat,little,considering,LEAVE
17001,one,22120,174,0,711348,173,15,15,very_sat,little,considering,STAY
17002,one,132891,61,18,951069,662,4,4,very_sat,avg,considering,LEAVE
17003,one,68852,207,10,253269,454,0,6,very_unsat,little,actively_looking_into_it,LEAVE
17004,zero,125223,0,54,889978,503,1,1,very_sat,very_high,considering,LEAVE
17005,zero,32363,208,14,952661,149,10,4,very_unsat,little,considering,LEAVE
17008,one,58861,41,0,231276,383,4,12,sat,very_high,considering,LEAVE
17009,one,70767,168,0,162292,354,17,13,very_sat,very_little,actively_looking_into_it,LEAVE
17010,one,128949,56,0,420420,639,3,4,very_sat,little,actively_looking_into_it,STAY
17011,zero,39833,0,0,419542,229,0,15,very_sat,very_little,considering,LEAVE
17012,zero,20327,194,7,345695,131,14,5,avg,little,no,LEAVE
17014,zero,34941,0,51,721471,199,1,1,very_unsat,high,considering,LEAVE
17015,one,139923,0,54,610291,684,0,1,unsat,high,considering,STAY
17016,zero,87784,0,18,218957,294,1,4,very_unsat,little,perhaps,STAY
17017,one,155421,253,55,768855,598,0,2,avg,little,no,STAY
17018,zero,49744,157,0,237629,203,23,12,very_unsat,little,considering,LEAVE
17020,one,158665,0,0,807819,444,1,8,very_unsat,little,considering,LEAVE
17021,one,76905,48,64,628117,291,0,2,very_unsat,little,considering,STAY
17022,one,47402,0,26,578884,139,0,2,very_sat,very_high,considering,LEAVE
17023,one,131116,71,15,709321,193,4,5,unsat,little,actively_looking_into_it,STAY
17024,one,32927,0,11,183994,137,1,4,very_unsat,very_high,considering,STAY
17025,one,30007,0,0,305287,190,0,13,very_unsat,little,considering,LEAVE
17027,one,27667,54,15,267106,130,3,5,unsat,little,actively_looking_into_it,STAY
17030,one,62768,43,82,510475,333,5,2,very_unsat,little,actively_looking_into_it,LEAVE
17031,one,26369,0,66,561080,162,0,2,very_sat,high,no,STAY
17034,zero,95197,158,64,269167,355,12,2,very_unsat,little,actively_looking_into_it,LEAVE
17037,one,56281,68,52,167550,261,3,1,very_sat,little,considering,LEAVE
17039,zero,101541,0,0,593931,615,0,10,very_unsat,very_little,considering,LEAVE
17042,one,153285,58,47,556983,613,4,1,very_unsat,very_high,considering,LEAVE
17043,one,34941,0,0,468160,203,1,10,very_sat,little,considering,STAY
17044,zero,107380,72,0,759982,715,3,8,very_sat,very_little,actively_looking_into_it,LEAVE
17049,one,118588,0,24,208680,259,1,5,very_unsat,very_high,no,STAY
17050,zero,141481,174,66,157695,527,19,1,very_unsat,very_little,never_thought,LEAVE
17052,zero,101450,54,0,855290,773,3,11,very_unsat,very_high,considering,LEAVE
17053,zero,150792,215,13,531587,890,5,11,unsat,very_high,no,LEAVE
17055,one,117183,65,17,728591,457,0,6,very_sat,little,actively_looking_into_it,STAY
17058,one,24143,70,9,782502,130,5,5,very_unsat,little,perhaps,STAY
17062,zero,65671,0,0,175371,263,1,15,very_unsat,very_little,actively_looking_into_it,LEAVE
17063,one,48345,195,31,378434,186,11,1,very_sat,very_little,considering,LEAVE
17065,one,129932,69,56,371631,861,3,2,very_sat,little,perhaps,STAY
17066,one,26087,0,57,285119,202,0,1,unsat,very_high,no,LEAVE
17067,one,78341,154,16,869489,260,10,6,very_sat,little,considering,LEAVE
17068,one,116191,61,40,355193,473,5,1,very_unsat,high,considering,STAY
17070,one,124419,0,32,488652,595,1,2,avg,little,never_thought,LEAVE
17073,one,23561,166,21,300998,307,26,5,very_unsat,very_little,perhaps,LEAVE
17074,one,134675,92,49,331913,672,3,2,very_sat,high,considering,LEAVE
17075,zero,123115,39,39,557300,836,5,6,very_unsat,little,considering,LEAVE
17076,zero,45388,227,19,521454,189,13,6,avg,very_little,considering,LEAVE
17077,one,44611,56,13,185715,202,3,5,sat,little,actively_looking_into_it,LEAVE
17081,zero,38418,193,69,172604,162,24,2,avg,little,considering,LEAVE
17083,zero,132498,0,14,636749,609,0,2,very_unsat,little,actively_looking_into_it,STAY
17084,zero,31367,156,7,647445,199,28,5,very_unsat,little,considering,STAY
17086,one,80658,77,12,513048,349,5,8,very_unsat,very_little,actively_looking_into_it,LEAVE
17087,one,82445,0,21,410465,295,1,4,unsat,high,considering,STAY
17088,zero,154726,61,0,731789,194,5,11,very_unsat,very_high,no,LEAVE
17089,one,30006,27,0,225698,216,5,1,very_unsat,very_high,actively_looking_into_it,LEAVE
17092,zero,42392,61,0,350624,220,3,14,very_sat,high,considering,STAY
17093,zero,156111,47,39,236178,760,24,1,sat,little,considering,LEAVE
17094,one,78389,192,8,633117,392,25,4,very_unsat,little,considering,STAY
17095,one,41476,39,39,245860,243,4,1,very_sat,little,never_thought,LEAVE
17096,one,108116,212,10,290785,423,19,6,very_unsat,very_little,actively_looking_into_it,STAY
17097,zero,86901,229,0,152451,334,14,15,very_unsat,very_high,considering,STAY
17098,one,78996,144,0,392691,208,22,10,very_unsat,little,considering,LEAVE
17099,one,26241,231,74,227143,186,0,1,very_unsat,very_little,considering,LEAVE
17100,zero,41165,76,16,586143,189,4,2,unsat,little,considering,STAY
17101,zero,88713,0,70,587559,319,0,2,very_unsat,little,considering,LEAVE
17102,one,117051,54,14,182637,622,4,11,very_sat,very_high,no,LEAVE
17103,one,80281,65,9,434240,370,5,8,very_unsat,very_little,actively_looking_into_it,STAY
17104,zero,61049,188,62,697844,272,21,1,avg,high,no,LEAVE
17105,one,78447,0,46,656393,252,0,2,very_sat,very_high,no,STAY
17106,zero,28427,0,0,480422,190,1,8,unsat,little,considering,LEAVE
17107,zero,124497,64,0,470898,624,5,6,unsat,little,never_thought,STAY
17108,one,87577,0,0,393771,351,0,8,sat,very_little,no,STAY
17109,one,54469,30,0,571022,212,3,10,very_unsat,very_high,never_thought,LEAVE
17110,zero,75662,0,0,231482,337,1,14,unsat,avg,considering,STAY
17111,one,61262,70,0,252315,375,3,8,very_sat,little,no,STAY
17112,one,81436,228,88,281278,275,15,4,very_unsat,very_little,no,STAY
17114,one,35309,57,0,419950,189,3,8,unsat,little,never_thought,LEAVE
17115,one,77136,0,17,364657,275,1,4,very_unsat,little,no,LEAVE
17116,zero,54352,58,0,187449,383,5,14,unsat,very_little,no,STAY
17117,one,121438,207,16,543255,603,1,6,very_unsat,little,actively_looking_into_it,LEAVE
17118,one,32408,76,37,363381,158,4,2,very_unsat,high,considering,LEAVE
17119,one,138616,0,12,801453,761,1,4,very_unsat,very_high,no,LEAVE
17120,one,46488,217,24,395226,232,23,4,sat,very_high,actively_looking_into_it,LEAVE
17121,one,97131,0,79,684324,297,1,5,very_unsat,little,no,LEAVE
17123,one,36547,207,13,795770,174,12,4,avg,very_little,actively_looking_into_it,STAY
17126,one,61011,0,78,825124,268,0,1,very_unsat,little,no,LEAVE
17127,one,130343,252,22,661082,504,10,5,unsat,very_little,considering,LEAVE
17128,one,43841,0,0,296561,186,1,13,very_unsat,very_little,considering,STAY
17129,zero,56640,195,0,719629,265,27,12,very_unsat,little,actively_looking_into_it,STAY
17130,one,124366,0,0,241218,579,1,13,sat,high,considering,LEAVE
17131,zero,23446,90,45,569129,157,3,4,unsat,very_high,actively_looking_into_it,STAY
17132,one,122647,0,87,453030,466,0,1,very_unsat,little,actively_looking_into_it,LEAVE
17133,zero,143599,245,17,601400,887,26,5,unsat,little,considering,LEAVE
17134,zero,24618,55,84,666606,139,4,1,very_unsat,very_little,considering,LEAVE
17136,one,86645,0,0,201931,345,1,13,very_sat,high,no,STAY
17137,one,39354,0,0,221686,225,0,12,very_sat,very_high,considering,LEAVE
17138,zero,101842,228,0,225523,622,17,14,unsat,very_high,no,STAY
17141,zero,93308,56,0,733259,337,4,15,unsat,little,actively_looking_into_it,STAY
17142,one,122551,71,89,291633,650,4,1,unsat,very_high,no,LEAVE
17143,one,134762,0,36,330830,768,1,2,unsat,very_high,never_thought,STAY
17144,zero,88884,260,14,540304,312,14,6,unsat,very_high,considering,LEAVE
17145,one,84287,0,33,364499,363,0,1,unsat,high,considering,LEAVE
17146,one,117909,0,84,292771,774,0,13,very_sat,very_little,actively_looking_into_it,STAY
17147,one,119642,152,0,399055,445,25,12,sat,little,considering,LEAVE
17149,one,38250,0,11,227486,235,3,5,very_sat,very_high,considering,STAY
17150,one,88313,206,0,469248,352,4,1,avg,very_high,considering,LEAVE
17151,one,57034,43,69,544255,353,3,1,unsat,little,actively_looking_into_it,STAY
17152,one,105403,263,13,225408,201,4,4,avg,very_high,actively_looking_into_it,LEAVE
17153,zero,49875,0,89,242688,159,23,1,sat,little,actively_looking_into_it,STAY
17154,zero,33793,0,0,478175,174,1,5,avg,very_little,actively_looking_into_it,LEAVE
17155,one,73964,197,0,734645,295,18,9,very_unsat,little,considering,STAY
17156,zero,149444,0,0,191950,485,1,15,unsat,very_little,actively_looking_into_it,STAY
17157,zero,155336,70,24,554016,461,4,6,very_unsat,high,no,LEAVE
17158,one,29634,77,37,571669,223,3,1,unsat,very_little,considering,LEAVE
17161,one,103816,171,30,494061,810,21,2,very_sat,very_little,considering,LEAVE
17164,one,135030,47,0,165108,845,4,11,very_sat,very_little,considering,LEAVE
17165,one,30199,0,80,839244,277,0,2,very_unsat,little,no,LEAVE
17166,one,146503,0,11,240876,763,0,5,very_unsat,little,considering,STAY
17167,one,34769,0,0,683178,185,1,9,very_unsat,avg,actively_looking_into_it,LEAVE
17168,zero,41111,0,14,248226,160,3,5,very_unsat,high,never_thought,STAY
17170,zero,63677,57,49,423466,358,5,4,unsat,very_little,considering,LEAVE
17171,one,24659,224,59,824188,226,13,1,very_unsat,high,actively_looking_into_it,STAY
17173,zero,155093,145,24,296760,487,26,4,unsat,very_high,no,LEAVE
17175,one,109497,74,18,385088,176,4,6,very_unsat,little,considering,STAY
17180,one,53307,213,70,355307,395,22,2,unsat,little,never_thought,LEAVE
17181,zero,127273,64,6,207155,433,4,5,very_sat,very_high,no,LEAVE
17182,one,92167,151,55,158246,293,22,2,very_unsat,little,considering,STAY
17184,one,20233,160,0,252195,163,24,5,very_sat,little,no,LEAVE
17185,one,90423,169,0,429941,254,16,14,very_unsat,very_high,actively_looking_into_it,LEAVE
17186,zero,81631,59,48,326554,358,22,1,avg,very_high,considering,LEAVE
17187,one,36500,0,16,365991,231,1,4,unsat,avg,no,STAY
17190,one,78831,148,67,898590,345,17,1,unsat,little,considering,STAY
17194,one,61412,0,0,816474,270,0,2,avg,very_little,never_thought,STAY
17195,one,123736,186,0,214178,809,17,14,very_unsat,little,considering,LEAVE
17196,zero,142358,0,10,273965,750,24,6,very_sat,very_high,considering,STAY
17198,one,111098,213,72,328663,809,16,1,very_unsat,very_little,actively_looking_into_it,LEAVE
17199,one,23937,0,88,956070,220,0,1,very_sat,very_high,no,STAY
17201,zero,60801,248,87,765823,261,17,2,unsat,little,no,STAY
17202,zero,66397,253,15,312816,264,23,5,very_unsat,very_high,actively_looking_into_it,STAY
17203,zero,48455,141,84,184190,169,11,2,very_sat,very_high,actively_looking_into_it,LEAVE
17204,one,146871,41,37,267191,850,4,1,very_unsat,high,considering,STAY
17206,zero,38291,179,7,233358,245,20,4,very_sat,little,perhaps,LEAVE
17207,one,148297,261,0,545481,429,10,15,very_sat,very_high,considering,LEAVE
17208,zero,96682,40,66,848938,287,5,1,unsat,little,perhaps,STAY
17209,zero,153636,218,11,178629,547,16,4,sat,little,considering,STAY
17210,one,158439,0,21,612026,726,1,6,very_unsat,little,considering,STAY
17213,zero,34704,41,0,215087,188,3,14,very_unsat,very_high,considering,LEAVE
17215,zero,40483,60,23,218265,703,5,6,avg,very_high,considering,LEAVE
17216,zero,41538,252,47,404762,220,28,1,very_sat,little,perhaps,LEAVE
17217,one,72824,53,42,386256,370,4,1,very_unsat,very_little,considering,LEAVE
17221,one,126017,0,0,858384,874,0,8,very_sat,very_little,considering,STAY
17222,zero,36975,97,89,181168,226,4,2,unsat,very_little,considering,STAY
17223,one,40266,206,5,818955,213,12,5,avg,high,actively_looking_into_it,STAY
17224,one,56863,75,11,983511,293,5,4,very_unsat,little,no,STAY
17225,one,92666,220,34,526328,300,15,1,very_sat,very_little,actively_looking_into_it,LEAVE
17226,zero,39159,151,40,716559,140,12,1,very_unsat,very_little,never_thought,STAY
17227,one,152249,0,15,459810,899,0,4,unsat,very_little,actively_looking_into_it,LEAVE
17228,zero,52770,0,11,296362,283,1,4,very_sat,very_high,perhaps,STAY
17229,one,20012,246,9,273263,234,0,5,very_unsat,little,never_thought,LEAVE
17230,zero,144896,184,53,455342,806,13,1,very_unsat,high,perhaps,LEAVE
17231,zero,136495,179,0,992537,881,19,14,very_unsat,avg,considering,LEAVE
17232,one,115082,29,16,504506,774,5,13,very_unsat,very_high,actively_looking_into_it,STAY
17233,one,102702,159,0,958756,737,22,15,very_unsat,little,considering,STAY
17235,one,124709,156,15,176967,661,28,5,unsat,very_little,no,STAY
17238,one,59221,0,42,452242,399,11,1,very_sat,little,actively_looking_into_it,LEAVE
17240,zero,92304,169,33,931095,356,24,2,very_unsat,little,considering,STAY
17241,one,155120,0,50,407900,236,1,2,very_unsat,little,no,STAY
17242,zero,58450,0,0,418872,266,0,15,very_unsat,little,actively_looking_into_it,LEAVE
17243,zero,32632,193,0,298609,179,14,15,very_sat,very_high,considering,LEAVE
17245,one,44417,0,74,200972,203,0,2,unsat,high,no,STAY
17246,zero,127471,228,16,987314,587,20,5,very_unsat,high,considering,LEAVE
17249,one,120307,45,53,162995,535,5,2,very_unsat,high,considering,LEAVE
17250,zero,44777,175,0,582428,212,20,9,very_unsat,very_high,never_thought,LEAVE
17251,zero,106139,169,14,946561,422,24,4,very_sat,very_high,actively_looking_into_it,LEAVE
17252,zero,72794,0,13,593690,295,1,5,very_unsat,high,actively_looking_into_it,LEAVE
17254,one,21376,0,0,980328,237,0,14,unsat,very_little,considering,STAY
17256,one,51375,34,18,227762,283,5,4,very_unsat,high,considering,STAY
17257,zero,150612,223,56,644783,508,21,1,very_unsat,little,no,LEAVE
17258,zero,23872,153,41,201534,132,28,1,very_sat,very_high,considering,LEAVE
17259,one,86150,217,0,372717,330,27,5,avg,very_little,considering,LEAVE
17260,zero,69109,219,36,774434,278,1,1,very_unsat,little,never_thought,STAY
17262,zero,56384,0,0,830148,308,0,11,unsat,very_little,actively_looking_into_it,LEAVE
17263,one,43440,0,42,877651,206,23,2,very_unsat,avg,considering,LEAVE
17264,one,24650,0,15,597940,223,1,1,unsat,very_high,actively_looking_into_it,LEAVE
17267,zero,156741,65,79,481922,771,3,15,very_sat,high,actively_looking_into_it,LEAVE
17268,one,79511,240,11,892360,344,22,10,unsat,high,no,STAY
17270,one,26795,210,0,219466,169,26,14,avg,high,considering,STAY
17271,zero,39685,0,67,945268,149,0,1,very_unsat,very_high,no,LEAVE
17273,zero,66125,37,0,856850,335,4,14,unsat,high,considering,STAY
17274,zero,40030,0,23,162153,206,0,4,very_unsat,little,actively_looking_into_it,STAY
17275,zero,57896,32,14,226634,353,1,6,unsat,avg,actively_looking_into_it,LEAVE
17276,one,56474,0,7,782064,187,1,5,very_sat,little,actively_looking_into_it,STAY
17277,one,112692,65,51,729401,502,5,14,very_sat,little,never_thought,STAY
17279,zero,34550,175,24,389580,136,14,5,very_unsat,very_little,actively_looking_into_it,LEAVE
17281,one,145574,159,73,214883,801,19,5,very_unsat,little,considering,LEAVE
17282,one,66755,53,71,228619,273,5,1,unsat,very_little,actively_looking_into_it,LEAVE
17283,one,140473,0,18,686152,548,0,4,unsat,avg,considering,STAY
17284,one,133658,201,0,945212,627,13,13,very_unsat,high,actively_looking_into_it,LEAVE
17287,zero,89284,0,13,202213,347,3,4,avg,little,no,STAY
17288,one,105357,51,31,631448,563,4,2,very_unsat,very_high,considering,LEAVE
17290,one,132046,35,6,828116,460,4,5,avg,very_little,considering,LEAVE
17291,zero,137279,191,0,755922,739,17,9,sat,little,actively_looking_into_it,LEAVE
17292,one,67640,0,0,473333,346,1,12,avg,little,considering,LEAVE
17293,one,61973,183,36,433934,290,23,2,very_unsat,avg,actively_looking_into_it,STAY
17294,one,59308,69,21,288796,344,5,5,very_unsat,little,never_thought,LEAVE
17295,zero,97660,77,11,176090,343,5,5,very_unsat,little,actively_looking_into_it,STAY
17296,zero,152184,70,0,596563,806,4,11,very_sat,very_high,actively_looking_into_it,STAY
17298,one,66906,75,0,745418,372,3,8,unsat,little,considering,STAY
17299,zero,38705,0,0,582812,229,1,9,very_sat,little,actively_looking_into_it,STAY
17300,one,139939,62,19,580185,882,5,6,very_unsat,little,considering,LEAVE
17301,zero,75559,193,0,334847,302,25,12,very_unsat,very_little,never_thought,LEAVE
17302,zero,31849,76,0,287863,201,4,10,very_unsat,little,actively_looking_into_it,LEAVE
17303,one,117072,190,79,252409,673,25,2,very_sat,very_little,considering,LEAVE
17304,zero,45466,65,38,277514,228,3,2,very_unsat,very_high,never_thought,LEAVE
17306,zero,81714,57,0,911008,364,4,15,very_unsat,avg,actively_looking_into_it,STAY
17307,one,22185,0,18,813686,699,1,4,very_sat,very_high,no,STAY
17308,zero,78708,183,0,377333,144,24,2,unsat,very_high,considering,LEAVE
17310,zero,141855,209,22,381565,431,21,5,very_sat,very_high,considering,LEAVE
17312,zero,46858,0,16,901635,154,0,5,very_unsat,little,considering,STAY
17313,one,114542,190,0,887251,875,19,8,avg,little,actively_looking_into_it,STAY
17315,zero,23215,72,0,278535,144,4,15,unsat,little,actively_looking_into_it,STAY
17316,zero,78236,0,18,229029,345,0,4,very_unsat,little,no,STAY
17318,one,89322,262,5,214715,373,25,2,very_sat,little,no,LEAVE
17319,zero,121327,170,27,153630,395,22,14,unsat,very_high,actively_looking_into_it,LEAVE
17320,one,20007,36,23,251334,217,4,6,very_sat,little,no,LEAVE
17321,zero,33074,0,8,999067,239,1,6,very_unsat,very_high,never_thought,STAY
17322,zero,75465,233,0,557576,363,25,13,very_unsat,very_high,never_thought,LEAVE
17324,one,56378,192,0,376454,250,19,11,very_unsat,little,no,STAY
17325,one,45802,0,56,365921,226,3,2,very_sat,very_little,actively_looking_into_it,STAY
17327,one,80642,0,0,519053,355,0,12,very_sat,little,considering,LEAVE
17328,zero,110507,64,0,605375,716,3,9,very_unsat,very_high,no,LEAVE
17332,zero,26262,262,26,230213,238,3,2,avg,little,considering,STAY
17334,zero,84146,74,15,874927,493,4,5,sat,high,perhaps,STAY
17335,one,122775,0,0,203731,781,12,4,very_unsat,very_high,perhaps,STAY
17336,one,54745,0,0,951598,328,1,15,unsat,little,considering,LEAVE
17337,one,117607,49,0,454724,493,3,12,very_sat,little,no,LEAVE
17338,one,38085,64,0,228585,244,3,11,sat,avg,considering,STAY
17339,zero,102675,52,24,218819,163,4,6,unsat,very_little,actively_looking_into_it,LEAVE
17340,zero,41458,203,42,302411,207,10,1,very_unsat,little,never_thought,LEAVE
17341,one,34505,51,24,188348,212,4,4,unsat,very_high,actively_looking_into_it,STAY
17342,one,91102,208,14,235782,295,28,5,very_unsat,little,considering,LEAVE
17344,one,64309,0,0,953431,451,1,14,very_unsat,very_high,no,STAY
17346,zero,158762,0,14,205387,748,1,6,avg,high,considering,STAY
17347,one,49048,161,21,279573,135,11,15,very_unsat,very_high,considering,LEAVE
17348,one,89795,168,0,348723,272,29,10,avg,very_little,never_thought,LEAVE
17351,one,43225,158,11,584974,168,28,6,very_unsat,little,considering,LEAVE
17352,one,83368,0,11,366072,364,1,5,very_unsat,very_little,no,STAY
17354,one,131010,153,0,152868,433,18,14,very_unsat,high,no,LEAVE
17357,zero,41994,83,15,716900,139,5,5,very_unsat,little,no,STAY
17360,zero,56310,218,18,737612,320,13,5,sat,very_high,no,STAY
17361,one,50691,192,21,451336,268,25,4,sat,very_little,considering,LEAVE
17364,zero,50093,160,44,287113,396,11,2,very_unsat,very_high,never_thought,LEAVE
17366,zero,45182,49,0,152469,207,4,13,very_sat,very_little,no,STAY
17367,one,31665,221,60,182736,208,26,1,very_sat,very_high,considering,LEAVE
17370,zero,100008,44,8,577863,757,4,6,very_sat,little,actively_looking_into_it,LEAVE
17372,zero,27182,0,50,325674,159,1,2,avg,little,perhaps,LEAVE
17375,zero,150073,28,0,332070,812,5,11,unsat,avg,considering,LEAVE
17377,zero,28306,0,0,472975,224,1,14,very_unsat,little,considering,STAY
17379,one,58682,68,74,415946,322,3,2,unsat,very_high,actively_looking_into_it,STAY
17380,zero,55790,191,56,768071,351,23,12,sat,very_little,considering,STAY
17382,one,133385,0,28,375991,710,0,1,very_sat,very_high,actively_looking_into_it,LEAVE
17383,zero,41874,82,0,187304,157,4,15,avg,little,considering,STAY
17384,zero,151436,224,6,475557,490,16,4,sat,little,actively_looking_into_it,LEAVE
17385,one,73751,285,0,617648,262,23,13,very_sat,little,considering,STAY
17386,zero,153150,0,44,284611,548,1,1,unsat,little,considering,LEAVE
17389,zero,102641,73,7,896218,600,3,4,avg,high,considering,LEAVE
17390,one,21981,0,16,294566,169,1,1,very_unsat,very_little,considering,STAY
17392,zero,135133,33,14,872678,441,4,4,very_sat,very_high,actively_looking_into_it,LEAVE
17393,zero,42264,67,71,188326,236,4,2,unsat,little,actively_looking_into_it,STAY
17394,one,74316,94,33,292996,264,3,1,very_unsat,very_little,considering,LEAVE
17395,one,159904,227,67,477339,889,23,1,very_unsat,avg,actively_looking_into_it,LEAVE
17396,zero,39332,175,22,941927,185,29,6,very_unsat,high,actively_looking_into_it,STAY
17399,one,110439,80,48,466119,414,3,4,very_unsat,little,actively_looking_into_it,LEAVE
17401,one,98586,0,72,396624,348,3,2,avg,very_little,considering,LEAVE
17402,zero,108766,0,88,904840,601,0,1,very_unsat,little,never_thought,LEAVE
17403,one,22516,175,37,204094,333,5,1,unsat,little,considering,STAY
17404,one,93066,0,0,202620,355,0,13,very_unsat,little,no,STAY
17405,one,42496,57,81,816468,217,5,2,avg,little,considering,STAY
17407,one,134557,0,0,513015,312,3,6,very_unsat,avg,no,STAY
17408,one,21696,165,0,395864,243,13,4,very_sat,little,actively_looking_into_it,LEAVE
17412,one,47439,53,77,956081,192,3,2,very_unsat,high,considering,STAY
17413,one,41822,64,54,276477,191,4,1,unsat,very_little,considering,STAY
17414,zero,81130,111,68,463193,358,14,5,sat,very_high,no,LEAVE
17415,one,151452,33,12,204070,808,3,5,unsat,very_little,considering,LEAVE
17416,zero,52542,0,89,578474,389,0,1,very_unsat,little,perhaps,LEAVE
17417,one,45961,0,7,209669,176,0,4,very_unsat,very_little,perhaps,STAY
17418,zero,143987,0,56,896544,778,5,1,very_unsat,high,actively_looking_into_it,STAY
17422,zero,66288,66,21,357655,272,3,5,unsat,little,considering,STAY
17423,one,65304,250,65,459382,336,12,1,very_sat,little,actively_looking_into_it,LEAVE
17425,zero,99370,0,0,162778,315,1,10,very_sat,very_high,never_thought,STAY
17426,zero,104544,0,0,158888,452,0,11,unsat,avg,actively_looking_into_it,STAY
17427,one,144440,199,14,588020,498,28,2,unsat,little,considering,STAY
17428,zero,86812,194,65,760548,361,10,2,very_sat,very_little,actively_looking_into_it,LEAVE
17429,zero,20266,78,29,157082,170,4,4,very_unsat,very_little,no,LEAVE
17430,one,32559,46,46,468969,241,15,1,very_unsat,very_little,no,LEAVE
17431,zero,56568,183,13,244920,305,10,6,very_unsat,very_high,actively_looking_into_it,STAY
17432,zero,91478,0,16,269826,390,0,5,unsat,little,considering,STAY
17433,zero,85605,162,19,200508,311,19,6,very_unsat,little,actively_looking_into_it,LEAVE
17435,zero,41312,41,11,485738,146,4,4,very_sat,very_high,actively_looking_into_it,LEAVE
17436,zero,144744,0,0,371806,769,3,13,very_unsat,very_high,actively_looking_into_it,STAY
17439,zero,99484,0,48,406996,315,1,15,very_unsat,little,no,LEAVE
17440,zero,120776,0,0,958157,545,0,11,unsat,very_high,actively_looking_into_it,LEAVE
17443,zero,29298,190,25,990046,166,24,2,very_unsat,little,considering,STAY
17444,one,41297,198,5,639300,158,14,5,very_unsat,very_high,considering,STAY
17445,one,29645,200,0,722882,369,25,5,unsat,little,considering,STAY
17446,one,85785,0,17,207404,380,1,6,unsat,very_high,no,STAY
17448,one,81005,77,0,330690,306,4,12,very_sat,little,never_thought,LEAVE
17449,zero,69851,223,79,422341,276,29,2,very_unsat,little,considering,LEAVE
17450,zero,24914,0,16,338773,197,1,4,unsat,little,no,STAY
17451,one,132572,0,0,854049,743,1,13,very_unsat,little,considering,STAY
17452,one,75512,65,67,299006,135,5,1,very_unsat,avg,actively_looking_into_it,LEAVE
17453,zero,40992,0,20,698360,225,1,6,avg,little,considering,STAY
17455,one,105014,222,63,399222,896,0,1,very_unsat,very_little,considering,LEAVE
17456,one,65109,259,70,202551,328,22,4,avg,high,considering,LEAVE
17457,one,73157,190,82,275687,259,12,1,unsat,very_little,actively_looking_into_it,STAY
17458,one,145121,178,0,429030,583,24,10,very_unsat,little,considering,LEAVE
17460,zero,43440,0,0,188777,169,1,13,unsat,very_little,actively_looking_into_it,LEAVE
17462,one,25448,0,5,376143,220,0,4,avg,very_high,considering,STAY
17463,zero,28514,0,24,218936,186,1,4,avg,little,no,STAY
17464,one,75672,201,13,901542,381,12,6,very_unsat,very_high,actively_looking_into_it,STAY
17465,zero,31169,207,12,275832,261,26,5,unsat,very_high,considering,STAY
